userName,skor,at,text,cleaned_text
Ayam Bakar Wa Ndut,positive,2022-09-26 05:27:00,sy terima paket pesan via cod yg sesuai sy pesan pesan botol minum kirim jepit rambut sy aju kembali tp krn upload fotodata kirim jg hubung fihak shoppee hubung jaring bagus aplikasi update tolong baik sistem nya krn rugi konsumen,sy terima paket pesan via cod yg sesuai sy pesan pesan botol minum kirim jepit rambut sy aju tp krn upload fotodata kirim jg hubung fihak shoppee hubung jaring bagus aplikasi update tolong sistem nya krn rugi konsumen
Defi Nainggolan,negative,2022-09-25 08:01:00,kecewa udah belanja bikin kecewa jasa kirim bagus barang kirim udah dikembaliiin cod kalo gitu ngepain bikin fitur cod shopee express nya bagus banget kecewa,kecewa udah belanja bikin kecewa jasa kirim bagus barang kirim udah dikembaliiin cod kalo gitu ngepain bikin fitur cod shopee express nya bagus banget kecewa
Normawati fisika,positive,2022-09-23 01:49:00,udah instal aplikasi bagus shopee belanja cod gratis ongkir paket sesuai paket gak sesuai pesan banyak sesuai shopee sedia gamegame nya seru loh cuan shopee video nya cuan nonton shopee video cuan posting video cuan pokok aplikasi inibenar bagus seru banget guys suka bgt dehh,udah instal aplikasi bagus shopee belanja cod gratis ongkir paket sesuai paket gak sesuai pesan sesuai shopee sedia gamegame nya seru loh cuan shopee video nya cuan nonton shopee video cuan posting video cuan pokok aplikasi inibenar bagus seru banget guys suka bgt dehh
Sae Lank,positive,2022-09-16 02:11:00,thanks shopee barang murahwalau kadang barang gak sesuai ekspektasikadang bagus kualitas kdg jelektergantung lahbisa cod suka gratis ongkirsaran nya beda toko digabungin gratis ongkir ny toko capai maximal blanja gratis ongkir beli dignakan gratis ongkir nyaheehee,thanks shopee barang murahwalau kadang barang gak sesuai ekspektasikadang bagus kualitas kdg jelektergantung lahbisa cod suka gratis ongkirsaran nya beda toko digabungin gratis ongkir ny toko capai maximal blanja gratis ongkir beli dignakan gratis ongkir nyaheehee
SUHARTONO,positive,2022-09-25 08:01:00,produk kemas cepat varian produk promo spaylater keren bantu,produk kemas cepat varian produk promo spaylater keren bantu
Ulfatun Hasanah,negative,2022-09-13 23:07:00,shopee bagus aplikasi lot cek out metode cod biaya tangan beda kayak shopee skrng shopee ubah tolong baik guna nyaman aplikasi,shopee bagus aplikasi lot cek out metode cod biaya tangan beda kayak shopee skrng shopee ubah tolong nyaman aplikasi
Nengah Karma,positive,2022-09-08 13:21:00,awalawal suka codan kesini asik imbang toko belah ongkir kadang pangkas makasih shopee terimakasih ,awalawal suka codan kesini asik imbang toko belah ongkir kadang pangkas makasih shopee terimakasih
Fika Febriana,negative,2022-09-08 08:12:00,tolong shopee baik aplikasi ulas bintang 1 gk tanggap shopee alami erorr ngebug lain update kadang logout voucher sya spay later cod susah tunggu minggu tolong direspon,tolong shopee aplikasi ulas bintang gk tanggap shopee alami erorr ngebug update kadang logout voucher sya spay later cod susah tunggu minggu tolong direspon
Cita Sosio repotika,neutral,2022-09-02 12:50:00,ko check out pilih bayar cod biaya tangan nya gede banget yah 10 total belanja ongkirnya potong ongkir kakak biaya tangan ko mahal ya,ko check out pilih bayar cod biaya tangan nya gede banget yah total belanja ongkirnya potong ongkir kakak biaya tangan ko mahal ya
yunianto yunianto,positive,2022-08-30 15:15:00,belanja gratis ongkir produk keren2 yg blum cod chat jual dagang yg tutup tp tampil produk2nya mudah2an tata dagang yg gak aktif 15 ber turut2 hapus automatis bingung langgan,belanja gratis ongkir produk keren yg blum cod chat jual dagang yg tutup tp tampil produk mudah tata dagang yg gak aktif ber hapus automatis bingung langgan
Sitinur Jayanti,positive,2022-08-26 12:40:00,alam belanja shopee kadang kecewa kadang happy banget barang kadang sesuai pesan kadang suka barang shopee ori belanja dapet voucher gratis ongkir nggak mahal untung sih zaman belanja online nggak rumah beli barang beli online barang fitur cod nggak khawatir tipu  and thanks you soo much,alam belanja shopee kadang kecewa kadang happy banget barang kadang sesuai pesan kadang suka barang shopee ori belanja dapet voucher gratis ongkir nggak mahal untung sih zaman belanja online nggak rumah beli barang beli online barang fitur cod nggak khawatir tipu and thanks you soo much
IsmaiL Natuna,negative,2022-08-25 03:50:00,kecewa sistem cod karna sesuai jemput barang posisi beda pulau camat tau cod barang alamat langsung bayar belanja pakai aplikasi shopee,kecewa sistem cod karna sesuai jemput barang posisi beda pulau camat tau cod barang alamat langsung bayar belanja pakai aplikasi shopee
Zainal Abidin,negative,2022-08-24 21:58:00,kecewa layan shope nggak kendala kirim barang nunggu kirim barang nggak kirim habis kirim barang dibatalin alas langgan tolak bayar cod barang nggak kena sanksi langgan error shopee kali kecewa layan shopee,kecewa layan shope nggak kendala kirim barang nunggu kirim barang nggak kirim habis kirim barang dibatalin alas langgan tolak bayar cod barang nggak kena sanksi langgan error shopee kali kecewa layan shopee
Ahmat pratama Putra,positive,2022-08-24 13:24:00,bintang 4 harap gratis ongkir batas cod aplikasi baik berat saat klik pilih yg barang mundur lot cepat jasa kirim nya,bintang harap gratis ongkir batas cod aplikasi berat klik pilih yg barang mundur lot cepat jasa kirim nya
Chicie Suci,negative,2022-08-22 10:42:00,mengecewakanpaket tangan kurir shopee express tanggung jawabteledordan amanah paket serah alamat salah orang salah kurir hubung sebel um kirim paketmain sok alamat tuju salah barang beli dibayarbukan sistem cod rugi sekalimengecewakan,mengecewakanpaket tangan kurir shopee express tanggung jawabteledordan amanah paket serah alamat salah orang salah kurir hubung sebel um kirim paketmain sok alamat tuju salah barang beli dibayarbukan sistem cod rugi sekalimengecewakan
Sefri,negative,2022-08-22 10:41:00,tolong benerin aplikasi rumit udh daftar suruh scan barcode sih gampangsekarang rumit daftar aja masyarakat belanja ribet scan scan barcode cobagak fungsi terima kasih,tolong benerin aplikasi rumit udh daftar suruh scan barcode sih gampangsekarang rumit daftar aja masyarakat belanja ribet scan scan barcode cobagak fungsi terima kasih
Denanda Anggraini,negative,2022-08-21 01:19:00,aplikasi nya aneh sumpah alam voucher gratis ongkir min belanja 120rb pakai beli barang nila 300rb sistem bayar cod cek out mukjizat nya  nominal nya 500 ribu ongkos kirim nya kena pakai jasa reguler pilih opsi kirim kargo yg kena biaya 34ribuan janggal sistem bayar cod nya kagak solusi nya bodoh,aplikasi nya aneh sumpah alam voucher gratis ongkir min belanja rb pakai beli barang nila rb sistem bayar cod cek out mukjizat nya nominal nya ribu ongkos kirim nya kena pakai jasa reguler pilih opsi kirim kargo yg kena biaya ribu janggal sistem bayar cod nya kagak solusi nya bodoh
hesti oktafiani,negative,2022-08-15 19:09:00,sy kurang bintang kirim sistem cod parah nunggu 10hr kadang gilir udah nunggu pesan kembali k kirim dgn notif terima ad tempat 3x sistem cod hapus aneh sy pakai aplikasi belah lancar2 sjcod barang cepat bayar sy shopee tuh ribet bener ,sy bintang kirim sistem cod parah nunggu hr kadang gilir udah nunggu pesan k kirim dgn notif terima ad x sistem cod hapus aneh sy pakai aplikasi belah lancar sjcod barang cepat bayar sy shopee tuh ribet bener
Jumilah Jbi,positive,2022-08-14 04:46:00,shopee si orange tawar produk yg sesuai kebutuhansaya shopee belanja sesuai butuh codbisa shopaybisa spaylatersampai nikmat fitur inikendala rasa jaring loadingmau masuk shopee tunggu depan nya tolong baik fitur jaring nya,shopee si orange tawar produk yg sesuai kebutuhansaya shopee belanja sesuai butuh codbisa shopaybisa spaylatersampai nikmat fitur inikendala jaring loadingmau masuk shopee tunggu nya tolong fitur jaring nya
Risma Zuhriyya,neutral,2022-08-12 02:36:00,nyaman pake shopee cuman bayar pake shopay susah kali kek yg loading trus endingnya barang masuk yg bayar kalo bayar pake shopay gitu sampe endingnya tetep gabisa gilir coba cod langsung,nyaman pake shopee cuman bayar pake shopay susah kali kek yg loading trus endingnya barang masuk yg bayar kalo bayar pake shopay gitu sampe endingnya tetep gabisa gilir coba cod langsung
Mul Yana,negative,2022-08-06 07:51:00,mohon shopee jasa ekspedisi anteraja karna akun istri sistem cod gara2 ekspedisi antar rumah istri drmah hp on skrang akun paket tidka rumah kirim toko pemberitahuan paket lalu whatsapp padahl kalo yg nganter jnt jne shopee exspres smpai rumah terima kasih,mohon shopee jasa ekspedisi anteraja karna akun istri sistem cod gara ekspedisi rumah istri drmah hp on skrang akun paket tidka rumah kirim toko pemberitahuan paket whatsapp padahl kalo yg nganter jnt jne shopee exspres smpai rumah terima kasih
Nur hayati,negative,2022-08-02 17:53:00,kecewa update 1 seller kecewa bijak nama nomber hp kendala cod suka ubung langsung via no hp stok mudah menghunginya guna dropsif sangt sulit beriteraksi mohon baik ya kak moga,kecewa update seller kecewa bijak nama nomber hp kendala cod suka ubung langsung via no hp stok mudah menghunginya dropsif sangt sulit beriteraksi mohon ya kak moga
kiddos salle,neutral,2022-08-02 07:14:00,selamat shopee sulit seller blur nya no telepon cust pdhl jalan nya mudah konfirmasi produk nya habis kadang dar pesan nya kadang cod beli bnyak ngga bayar biaya admin nya mahal ngambil untung 20 ribu kena biaya admin 19 ribu dah minus deh,selamat shopee sulit seller blur nya no telepon cust pdhl jalan nya mudah konfirmasi produk nya habis kadang dar pesan nya kadang cod beli bnyak ngga bayar biaya admin nya mahal ngambil untung ribu kena biaya admin ribu dah minus deh
SUMBER CRAFT,positive,2022-08-01 22:21:00,jual shopee kasih saran beli tolak paket cod kasih tanda akun jual tau akun tolak paket cod si jual kasih pilih terima pesan cod akun suka geram pesan cod paket kembaligk terima kadang ilang,jual shopee kasih saran beli tolak paket cod kasih tanda akun jual tau akun tolak paket cod si jual kasih pilih terima pesan cod akun suka geram pesan cod paket kembaligk terima kadang ilang
Katarina MV,negative,2022-08-01 14:14:00,order shopee food drivernya kembali order cod sesuai aplikasi bayar lebih minat shopee food ya drivernya gitu pelit orang kayak pesan makan bulan pepet suka hitung keluar,order shopee food drivernya order cod sesuai aplikasi bayar minat shopee food ya drivernya gitu pelit orang kayak pesan makan pepet suka hitung
Adi W.,negative,2022-07-26 01:28:00,tolong shopee toko kirim barang cacat masak barang cacat kirim tambah fitur cod banyakin plus fitur cod akun hasil bayar mes bayar barang atas,tolong shopee toko kirim barang cacat masak barang cacat kirim fitur cod banyakin plus fitur cod akun hasil bayar mes bayar barang
Yusa Fikri Sabillah,negative,2022-07-21 10:37:00,shopee kurir ngga beres beli barang 2x sistem cod bayar transfer kurir mnta tambah dana customer alas tarik tunai ya urus kurir tambah uang customer tolong kurir tsb tindak an bagas r,shopee kurir ngga beres beli barang x sistem cod bayar transfer kurir mnta dana customer alas tarik tunai ya urus kurir uang customer tolong kurir tsb tindak an bagas r
All Bhitto,negative,2022-07-16 00:00:00,kecewa shopee belanja bayar cod gak ingat alamat sesuai toko belah kecewa banget shopee aplikasi aja nomor 1 fitur ribet,kecewa shopee belanja bayar cod gak alamat sesuai toko belah kecewa banget shopee aplikasi aja nomor fitur ribet
annisa widia ningsih,neutral,2022-07-11 11:30:00,aplikasi belanja terfavorite saking favorit udah gold gara gara aneh kurir entaraja nomor ditlp ga paket gagal kembali jual nomor aktif rumah orang yg aneh nya rugi system cod non aktif rugi 2 kurir entaraja shopee tolong perhati kalo kerjasama ekspedisi yg percaya aja deh,aplikasi belanja terfavorite saking favorit udah gold gara gara aneh kurir entaraja nomor ditlp ga paket gagal jual nomor aktif rumah orang yg aneh nya rugi system cod non aktif rugi kurir entaraja shopee tolong perhati kalo kerjasama ekspedisi yg percaya aja deh
Sarah Nadia,negative,2022-07-07 08:31:00,gin shopeenya cod coba kali gak jual aktif fitur cod nya gak harap baik fitur bayar chekout gak,gin shopeenya cod coba kali gak jual aktif fitur cod nya gak harap fitur bayar chekout gak
Badri yah,positive,2022-07-05 23:13:00,neng bangett lengkap mudah belanja cod diskon cash back gratis ongkir barang sesuai harga games shopee live koin spay letternya godd lahhh,neng bangett lengkap mudah belanja cod diskon cash back gratis ongkir barang sesuai harga games shopee live koin spay letternya godd lahhh
Leni Kurnia,positive,2022-07-05 09:26:00,neng app kayak ginimemudahkan belanja yg repot gak mana tinggal cari pilih tunggu barang antar sampe rumahbayarnya jg cod yg lbih cari belanja lengkap simpel,neng app kayak ginimemudahkan belanja yg repot gak tinggal cari pilih tunggu barang sampe rumahbayarnya jg cod yg lbih cari belanja lengkap simpel
Yelvi Fitrianti,negative,2022-07-03 11:08:00,klik metode bayar gak klik cod udah nyaman sistem cod gk repot bayar irt bayi nyaman sistem codan kalo udah gk cod aplikasi uninstall aja ya ,klik metode bayar gak klik cod udah nyaman sistem cod gk repot bayar irt bayi nyaman sistem codan kalo udah gk cod aplikasi uninstall aja ya
Chatib Hidayati Wulandari,negative,2022-06-27 16:29:00,kesel shopee ekspedisi paket pesan cod ku nyampenya 10 hari nyampenya pas lg kampung bilang sabtu bawain tp pas sabtu g dibawain kena cancel kurir jg ga ngomong apa2 konfirmasi minggu udah kena cancel aja gimana sih butuh bgt barang sampe skrg kesel banget jadi,kesel shopee ekspedisi paket pesan cod ku nyampenya nyampenya pas lg kampung bilang sabtu bawain tp pas sabtu g dibawain kena cancel kurir jg ga ngomong konfirmasi minggu udah kena cancel aja gimana sih butuh bgt barang sampe skrg kesel banget
hermawan prawiraharja,positive,2022-06-18 16:41:00,shopie si bagus bagus bgt pilih aplikasi karma bayar cod kalo shopie cod pake kalo cod gak transfer ribet biaya tambah administrasi saran si bayar sistim cod kirim cepat,shopie si bagus bagus bgt pilih aplikasi karma bayar cod kalo shopie cod pake kalo cod gak transfer ribet biaya administrasi saran si bayar sistim cod kirim cepat
Herlena Suita,negative,2022-06-17 07:31:00,kecewaaapengiriman barang jelek sekalikurir malas paket ongkir no gratis 2x jual status ba kurir alamat sayaklo bingung telpon dongpaket 5 gudangterpaksa jemput bola paksa paket ambil gudang ancam cod paket 3x penjualastagfirullahaladzimtolong jelasin makna cod nya shoopee sayaterimakasih,kecewaaapengiriman barang jelek sekalikurir malas paket ongkir no gratis x jual status ba kurir alamat sayaklo bingung telpon dongpaket gudangterpaksa jemput bola paksa paket ambil gudang ancam cod paket x penjualastagfirullahaladzimtolong jelasin makna cod nya shoopee sayaterimakasih
Passer Gaming,negative,2022-06-15 01:47:00,buruuuk ekspedisi buruk banget paket tgl 28 mei 2022 sampe gk nyampe tolong ekspedisi cabang medan amplas kurir jgn suka nipu barang anter lokasi tuju tiba status ubah kirim gagal org rumah apaapaan kaya gt rugiin jual kalo brg nya cod rugi beli kalo brg cash,buruuuk ekspedisi buruk banget paket tgl mei sampe gk nyampe tolong ekspedisi cabang medan amplas kurir jgn suka nipu barang anter lokasi tuju status ubah kirim gagal org rumah apaapaan kaya gt rugiin jual kalo brg nya cod rugi beli kalo brg cash
Muhammad nur rochman pratama,negative,2022-06-14 23:28:00,niat ny sen barang karna enak fitur cod eh apk ny ngebug berat respon lelet loading layar putih jaring udh oke wifi oke tolong baik,niat ny sen barang karna enak fitur cod eh apk ny ngebug berat respon lelet loading layar putih jaring udh oke wifi oke tolong
Zaenal Abidin,negative,2022-06-12 05:35:00,nanya nih batas layan cod sih kali ga dipake cod muncul lampau batas layan codmaksidnya sih ga banyak fitur ga kalo endingnya bikin nge lag crashmending baik layan biar gercep ga lemod ga ga normal prima,nanya nih batas layan cod sih kali ga dipake cod muncul lampau batas layan codmaksidnya sih ga fitur ga kalo endingnya bikin nge lag crashmending layan biar gercep ga lemod ga ga normal prima
Yunita_ JK,neutral,2022-06-11 18:41:00,gratis ongkir udh gk voucher jg beli tp gk barang yg cod jg dikit yg mohon baik download 2x krna hp jari gan yg masalah tp apk nya rugi,gratis ongkir udh gk voucher jg beli tp gk barang yg cod jg dikit yg mohon download x krna hp jari gan yg tp apk nya rugi
Suryani Irawani,positive,2022-06-09 07:03:00,mudah si belanja kesbek gerat ongkir cod cuman tingkat layan respon penjualdan iklan barang sesuai iklan mohon teliti ni shopee terimakasi,mudah si belanja kesbek gerat ongkir cod cuman tingkat layan respon penjualdan iklan barang sesuai iklan mohon teliti ni shopee terimakasi
Ade Mantri,positive,2022-06-09 02:39:00,sy kecewa shopee pesan barang uang transfer barang tdk datangpengembalian uang tdk rimbanyaskrg sptnya baik sistem bayar yg cod kepercayaanketenangan dr konsumen,sy kecewa shopee pesan barang uang transfer barang tdk datangpengembalian uang tdk rimbanyaskrg sptnya sistem bayar yg cod kepercayaanketenangan dr konsumen
Iya Ani,negative,2022-06-07 03:43:00,update lelet ongkirnya tega tdk sedia pilih yg pilih shopee aduuuh mahal biaya tangan jg yg dulunya 1000 cod tp lamaaaa tfr dpt ongkirnya mahal,update lelet ongkirnya tega tdk sedia pilih yg pilih shopee aduuuh mahal biaya tangan jg yg dulunya cod tp lamaaaa tfr dpt ongkirnya mahal
Bad Boy,positive,2022-06-03 13:26:00,belanja shopee bagus cuman kadang kirim tgl estimasi produk produk cod tolong tingkat shopee saing jngan hilang guna akun2 jual yg tanggung tindak sekian terima gajiii sumur ladang kota tumpang mandi kalo uang belanja musikkkkkk,belanja shopee bagus cuman kadang kirim tgl estimasi produk produk cod tolong tingkat shopee saing jngan hilang akun jual yg tanggung tindak sekian terima gajiii sumur ladang kota tumpang mandi kalo uang belanja musikkkkkk
Septia,negative,2022-06-02 15:55:00,terima paket cod isi 3 cotton bud ga mesan kurir shopee kena hack kurir bantu return shoppe tingkat aman data guna trus kecewa belanja arah paylater cod batas pilih,terima paket cod isi cotton bud ga mesan kurir shopee kena hack kurir bantu return shoppe tingkat aman data trus kecewa belanja arah paylater cod batas pilih
Epic BluePurple,negative,2022-06-01 09:48:00,bagus nya aplikasi cod musdah kalo fitur aplikasi hadeh hadeh cacat banget gua pake 464 aja lagnya stylus gua gak kunjung alamat udah gua sen mei lho,bagus nya aplikasi cod musdah kalo fitur aplikasi hadeh hadeh cacat banget gua pake aja lagnya stylus gua gak kunjung alamat udah gua sen mei lho
Samsung A10s,positive,2022-05-25 11:02:00,gratis ongkir nya aplikasi nya lelet kirim nya tolong ya kurir nya tingkat sana ngambil gudang nya nya batas kurir cod sana gak langsung alamat kurir nya gak kali ya,gratis ongkir nya aplikasi nya lelet kirim nya tolong ya kurir nya tingkat ngambil gudang nya nya batas kurir cod gak langsung alamat kurir nya gak kali ya
Dwi Sidi,positive,2022-05-24 04:24:00,jual beli online yg bagus shoppe yg dasar ribet yg cod barang yg sesuai terima kembalikanapalagi spylater nya nggak ribet tertib limit,jual beli online yg bagus shoppe yg dasar ribet yg cod barang yg sesuai terima kembalikanapalagi spylater nya nggak ribet tertib limit
wahyu etex,neutral,2022-05-22 11:40:00,jual pesan beli metode bayar karna beli bayar pakai sopepay later tolak metode bayar pembeliseperti toko belah tokped metode bayar karna gak kecuali cod terimakasih tolong baik makasie bantu,jual pesan beli metode bayar karna beli bayar pakai sopepay later tolak metode bayar pembeliseperti toko belah tokped metode bayar karna gak kecuali cod terimakasih tolong makasie bantu
OJI MULYONO,neutral,2022-05-22 09:59:00,bintang 3 aja pilih kirim udah gak cod kirim via jnt ngirim paket langgan bayar cas transfer online kirim via shopee express nyata banget layan kirim paket serba saran hak langgan pilih jasa expedisi kirim aja,bintang aja pilih kirim udah gak cod kirim via jnt ngirim paket langgan bayar cas transfer online kirim via shopee express nyata banget layan kirim paket serba saran hak langgan pilih jasa expedisi kirim aja
Queen Shaqueena,positive,2022-05-19 03:55:00,aplikasi bagus senang belanja shopee barang barang nya lengkap belanja toko barang kirim salahtapi enak belanja shopee kendala kurir pesan baju cod tunggu minggu pas cek kantor sicepat pesan return alas temu alamat kurir sicepat antar paket pesan kurir jt nggak masalah,aplikasi bagus senang belanja shopee barang barang nya lengkap belanja toko barang kirim salahtapi enak belanja shopee kendala kurir pesan baju cod tunggu minggu pas cek kantor sicepat pesan return alas temu alamat kurir sicepat paket pesan kurir jt nggak
Siwit Mahayu,positive,2022-05-11 00:07:00,suka belanja shopee diskon nyagratis ongkir nyadllapalagi belanja pa ai shopee player saldo yg isi mudah nya cod nya pokok ok shopee depan ,suka belanja shopee diskon nyagratis ongkir nyadllapalagi belanja pa ai shopee player saldo yg isi mudah nya cod nya pokok ok shopee
PARIDAH,negative,2022-05-19 03:55:00,sy senang belanja dg shopee tp skrg kecewa ya tdk dot belanja dg metode bayar cod toko yg sdh pilih dlm etalase nya cod checkout tdk kesal nya bagus pindah lazada ja lbh nyaman,sy senang belanja dg shopee tp skrg kecewa ya tdk dot belanja dg metode bayar cod toko yg sdh pilih dlm etalase nya cod checkout tdk kesal nya bagus pindah lazada ja lbh nyaman
N haerunah,positive,2022-05-03 06:41:00,belanja murah murah bagus kualitas fitur cod males alfa hehe not bad kadang kadang kirim sampe minggu pake ekspedisi ekspres kwkwkk,belanja murah murah bagus kualitas fitur cod males alfa hehe not bad kadang kadang kirim sampe minggu pake ekspedisi ekspres kwkwkk
Eka Kaa,negative,2022-04-28 10:37:00,kapok aplikasi shopesetiap pesan bagus total bayar cod aplikasi asli nya bedatadi pesan sweeter total harga aplikasi nya 243000 pas asli nya rumah 250000bilangin tuh kurir nya kalo nganter barang tuh amanah,kapok aplikasi shopesetiap pesan bagus total bayar cod aplikasi asli nya bedatadi pesan sweeter total harga aplikasi nya pas asli nya rumah bilangin tuh kurir nya kalo nganter barang tuh amanah
Riyan To,negative,2022-04-28 10:15:00,susah kalo cari cod pas lihat buka bara barang tulis cod pas coba beli ngak cod harga variasi 0100 tau nya ngak barang tampil cover bagus foto barang tampil harga nya kayak bingung,susah kalo cari cod pas lihat buka bara barang tulis cod pas coba beli ngak cod harga variasi tau nya ngak barang tampil cover bagus foto barang tampil harga nya kayak bingung
Andhikasari Pragita,negative,2022-04-18 08:20:00,aneh bgtmau beli pake metode cod gak bisapadahal toko pake bayar codpas update pake cod pas update gak pake cod terang metode lampau batas sampe 6 barang toko,aneh bgtmau beli pake metode cod gak bisapadahal toko pake bayar codpas update pake cod pas update gak pake cod terang metode lampau batas sampe barang toko
I'm Honest,neutral,2022-04-16 03:08:00,terkadang kesal barang cod kali pesan barang kirim tolong sering kasih potong ongkir pulau luar pulau jawa lebih sih baikbaik,terkadang kesal barang cod kali pesan barang kirim tolong kasih potong ongkir pulau pulau jawa sih baikbaik
Ayyub Arifin,negative,2022-04-16 01:19:00,belanja aplikasi muas barang akibat kurir malas toko kurang barang pesan tani milik kartu bayar hubung bank kota satu nya solusi cod cod batas ya belanja,belanja aplikasi muas barang akibat kurir malas toko barang pesan tani milik kartu bayar hubung bank kota nya solusi cod cod batas ya belanja
Ziudith 96,negative,2022-04-14 21:57:00,pake shopee update lot yaa cari liat barang kirim loading nya internet mumpuni ram lega kayak coding salah deh tolong tanggap yaa app yg terimakasih tim shopee,pake shopee update lot yaa cari liat barang kirim loading nya internet mumpuni ram lega kayak coding salah deh tolong tanggap yaa app yg terimakasih tim shopee
Cleo Patra,positive,2022-04-13 04:53:00,gratis ongkirnya minimal belanja yg tinggiserta sesuai terang yg codnyatanya pas cekout didukungjuga maksimal pesan 5 pesantidak yg lebihjadinya kendala belanja yg,gratis ongkirnya minimal belanja yg tinggiserta sesuai terang yg codnyatanya pas cekout didukungjuga maksimal pesan pesantidak yg lebihjadinya kendala belanja yg
KOKI MANIS DAN CANTIK,positive,2022-04-13 04:44:00,payah belanja shopee errordan minimal belanja yg tambah terang cod pas cekout cod yg cekout banyakbisa pindah kalo belanja kali kali,payah belanja shopee errordan minimal belanja yg terang cod pas cekout cod yg cekout banyakbisa pindah kalo belanja kali kali
Andri Maia,positive,2022-03-26 02:14:00,bagus sih bantu saran nya kalo biaya nang jual beli daerah sesuai produk pesan kecewa beda kota wilayah biaya nang nya sesuai barang pesan bayar cod nya yaa makasih,bagus sih bantu saran nya kalo biaya nang jual beli daerah sesuai produk pesan kecewa beda kota wilayah biaya nang nya sesuai barang pesan bayar cod nya yaa makasih
Nurida Ida,positive,2022-03-23 11:48:00,belanja shopee enak untung harga murah harga toko cod gratis ongkir kalo barang yg kirim tdk sesuai yg pes kembali uang otomatis kereeeenn,belanja shopee enak untung harga murah harga toko cod gratis ongkir kalo barang yg kirim tdk sesuai yg pes uang otomatis kereeeenn
Resti Ayu cahyani,positive,2022-03-23 07:05:00,sesuai pict gambar tebal yg kadang tipis banget kadang kirim maklum karna kendala bsa dibanyakin voucer cod dripada shopee pay yah min gak smua akun shopee pay trimakasih,sesuai pict gambar tebal yg kadang tipis banget kadang kirim maklum karna kendala bsa dibanyakin voucer cod dripada shopee pay yah min gak smua akun shopee pay trimakasih
Arista Wardani,negative,2022-03-21 00:29:00,aplikasi yg kecewa transaksi barang tdk sesuai kirim transaksi eh batal aplikasi bener kecewa bgt gembar gembor nya diskon cod gratis ongkir eh gak tau kecewa bgt bikin ilvil aja,aplikasi yg kecewa transaksi barang tdk sesuai kirim transaksi eh batal aplikasi bener kecewa bgt gembar gembor nya diskon cod gratis ongkir eh gak tau kecewa bgt bikin ilvil aja
David Tea,neutral,2022-03-15 01:08:00,mf kpd admin shopee knp sy tdk bsa order barang aplikasi shopee tata daftar akun udh masuk barang bsa simpan keranjantroli tp pas order barang chekout td bsa pilih bayar ny tdk bsa buka bayar metode cod atw no cod tdk bsa akses muncul tulis garansi shopee mksd tulis gmn,mf kpd admin shopee knp sy tdk bsa order barang aplikasi shopee tata daftar akun udh masuk barang bsa simpan keranjantroli tp pas order barang chekout td bsa pilih bayar ny tdk bsa buka bayar metode cod atw no cod tdk bsa akses muncul tulis garansi shopee mksd tulis gmn
Resa Hardiana,positive,2022-03-14 05:09:00,bintang nya 4 aja dapet email kalo sy cancel order ga pake sistem cod ga cancel order 2x kena cancel kurir nya yg ngeretur alesan nya rumah ga ketemu ud pake olshop tp x kurir yg bilang rumah ga ketemu ga effort si kurir nlfn wa nanyain posisi rumah shopee nya ga confirm d cancel ngasih sanksi aja,bintang nya aja dapet email kalo sy cancel order ga pake sistem cod ga cancel order x kena cancel kurir nya yg ngeretur alesan nya rumah ga ketemu ud pake olshop tp x kurir yg bilang rumah ga ketemu ga effort si kurir nlfn wa nanyain posisi rumah shopee nya ga confirm d cancel ngasih sanksi aja
Unik Nur Hanifah,neutral,2022-03-10 15:05:00,shopee gak asik biaya nang cod banget saldo spay nya gabisa bikin 0 al hasil chekout nyisain saldo d spay yg kadang sisa jg gabisa pakai apa2 kecuali pulsa yg biaya ongkir kalo co barang tetep top up krena ngitungnya d ptong vocher grts ongk tetep itung total sblm kna ptongan akal2an aja biar saldo yg ngendep spay nya aplikasi lot pdhl udh pke wifi,shopee gak asik biaya nang cod banget saldo spay nya gabisa bikin al hasil chekout nyisain saldo d spay yg kadang sisa jg gabisa pakai kecuali pulsa yg biaya ongkir kalo co barang tetep top up krena ngitungnya d ptong vocher grts ongk tetep itung total sblm kna ptongan akal aja biar saldo yg ngendep spay nya aplikasi lot pdhl udh pke wifi
Ike Sundari,negative,2022-03-08 11:00:00,awal2 suka bamget shopee gk alih platfoam fitur spay latter nya sangat2 bantu fitur cod nya mudah tp kesini kecewa spay latter gak pdhal limit cod udah gk sangat2 kecewa ,suka bamget shopee gk alih platfoam fitur spay latter nya bantu fitur cod nya mudah tp kesini kecewa spay latter gak pdhal limit cod udah gk kecewa
Rita Iryani,negative,2022-03-07 03:39:00,sebenernya aplikasi bagus yg aneh voucer yg metode bayar cod co voucernya ga dipake alas voucer metode bayar yg pilih jelas2 tulis voucer dipake metode bayar codspayspaylater pas co ga dipakeeeee aneh ga,sebenernya aplikasi bagus yg aneh voucer yg metode bayar cod co voucernya ga dipake alas voucer metode bayar yg pilih tulis voucer dipake metode bayar codspayspaylater pas co ga dipakeeeee aneh ga
Icha Clarisa dewi,positive,2022-03-06 11:46:00,mudah belanja repot dateng tokostore cod skrg spay latter mantepp banget pokok belanja bayar nya aa happy banget thanks shopee,mudah belanja repot dateng tokostore cod skrg spay latter mantepp banget pokok belanja bayar nya aa happy banget thanks shopee
